Ship_Type,Maintenance_Status,Speed_Over_Ground_knots,Engine_Power_kW,Distance_Traveled_nm,Operational_Cost_USD,Cluster
Fish Carrier,Good,10.06511314600062,502.10602339589286,1650.849958000677,415959.2666786589,0
Fish Carrier,Good,17.214654605742528,863.6852440007457,1099.7750594457536,105409.8323531923,0
Fish Carrier,Good,23.938121947753885,1056.6445677185702,1444.5810520904542,343458.8093226162,0
Tanker,Good,15.546524785806028,860.8240633937118,1750.9395548360585,461480.4512237759,1
Fish Carrier,Critical,21.83634861157656,2371.4833756057174,1507.7304086166807,33675.29470144934,0
Fish Carrier,Critical,24.686472783303252,651.3962256406073,1247.386028211372,315812.0417746263,0
Fish Carrier,Critical,13.467223267423725,2774.352391680172,1377.7358738238129,315932.6139522666,0
Bulk Carrier,Critical,12.875136288011284,1413.4442049710908,1610.8115079187553,463555.92610946944,2
Bulk Carrier,Good,18.816233452629177,1674.628763757569,929.2339744662104,289403.7615211165,2
Tanker,Critical,11.835259843664366,783.2320798192331,438.62978031669047,232492.13647746496,1
Fish Carrier,Critical,19.71830896623158,1201.0224148631671,606.226137647437,386079.0030544109,0
Fish Carrier,Fair,23.78493995249196,1299.2821802073836,1740.579147160225,277745.38625614595,0
Fish Carrier,Critical,14.028639955641188,2043.043733839961,1385.2100091333696,441783.0314984632,0
Tanker,Fair,16.702985029681027,2924.620746702581,1911.8309979359008,405782.2463640596,1
Fish Carrier,Fair,18.864370449442845,594.6233346656218,793.3014265830233,202815.57347620823,0
Fish Carrier,Fair,18.066667201786174,1147.0570119102777,258.60127383504243,162909.7054615222,0
Container Ship,Fair,16.885104232128356,2284.7656203290157,992.5491051293084,157851.85825959864,3
Bulk Carrier,Critical,18.664292833524,2834.057380719828,1676.4546185723996,360743.2048542703,2
Tanker,Good,23.591361239031396,689.5028714356895,149.27871550965472,211715.40451482663,1
Bulk Carrier,Fair,20.51454328450712,1040.3095805773262,1889.481360369616,77864.02745919093,2
Bulk Carrier,Good,10.97785514816707,1652.0857294485293,1104.9357198525252,187241.11956995755,2
Fish Carrier,Fair,18.299252775952983,2072.869023992198,1841.4350136132164,445509.7957519727,0
Container Ship,Critical,19.59204199198212,1083.9772521455016,1242.542814119629,55525.04978326961,3
Bulk Carrier,Good,13.071405073649291,1351.399122104891,1154.7533618860857,400510.8911304357,2
Container Ship,Fair,10.26180236014205,2523.986503014208,153.59220118967426,353963.292018655,3
Tanker,Fair,13.21145413279997,2560.492585451248,698.0818452103733,434209.70800164086,1
Container Ship,Critical,19.499301996766043,1482.036252780463,1404.2511940328266,38217.48721425238,3
Fish Carrier,Fair,15.35562411283069,2299.2341530446474,482.9347084661824,72235.88587671431,0
Fish Carrier,Critical,13.308079055468546,751.441609140545,965.9739771586906,150476.98197653645,0
Tanker,Good,19.94477827925237,2765.1667065204488,582.5231373024203,45068.859288060776,1
Fish Carrier,Good,20.62115344548715,1949.0862265951089,154.70137905284673,182982.1835040408,0
Fish Carrier,Fair,21.284204418183748,2317.659057621805,390.1454270676667,353650.50276537286,0
Bulk Carrier,Good,23.29560082557357,1430.545783240294,1542.491896389876,64533.0280018076,2
Tanker,Fair,19.705399874511432,2887.96006335669,1361.008962859192,237147.9857963018,1
Container Ship,Critical,21.521812303194537,2097.519284691766,511.9745904157842,413829.8054433136,3
Fish Carrier,Critical,19.747175251428217,2840.6722495657896,1155.9453033003392,264087.3386814202,0
Container Ship,Good,12.30679889402857,1553.092043184476,1870.8140021081235,111801.78868098813,3
Fish Carrier,Fair,12.492870524752815,1676.4785632765766,716.620656746003,289202.07578767213,0
Bulk Carrier,Fair,17.763479747503403,2852.9094911494426,482.9147091968865,234388.4268239321,2
Container Ship,Fair,17.491383280558964,1940.0286628608465,883.4376539377267,226017.1803757163,3
Bulk Carrier,Critical,22.060967420614503,2633.15891268874,1998.337057363062,339738.43331706873,2
Tanker,Fair,23.477395763775213,578.1273266977596,1980.243001814148,281946.7845055785,1
Bulk Carrier,Fair,17.323348440264468,921.9802882906041,1342.5605123310982,468848.85153854976,2
Container Ship,Fair,10.585857619081148,522.4217586869518,941.5476371831402,105783.13522168263,3
Fish Carrier,Fair,18.407914167160506,837.3405412284274,1352.70073463426,185504.04343802,0
Container Ship,Fair,13.970924162963312,1893.2275608094787,1874.748032507874,497226.7401919245,3
Bulk Carrier,Good,22.468437248623413,2676.381415848466,1010.0726742350143,349124.9292551409,2
Tanker,Fair,18.91352719570154,1752.586909070293,1929.309168908123,422935.88264614216,1
Bulk Carrier,Fair,21.221866428517217,2898.062910080673,875.4139537262377,64095.819311384344,2
Bulk Carrier,Fair,14.718474509234111,1345.7038478270165,1645.9956015540154,350147.71342921484,2
Container Ship,Good,15.551692924847009,2037.7814718666891,606.2314510207827,103625.30700851156,3
Container Ship,Good,22.94714552653285,1667.888402974887,1242.0344450169948,114061.55929476983,3
Fish Carrier,Critical,22.027167213361604,1099.8057199406871,159.99068600286682,184333.54231347295,0
Tanker,Fair,23.455683993739804,1540.537788781654,505.93618436108477,16974.185874452494,1
Fish Carrier,Fair,16.370215959312844,2125.9857091249787,814.5922085983103,119745.0441166008,0
Bulk Carrier,Critical,10.009755735408916,993.1349537030648,455.19437046467715,87697.59283734404,2
Bulk Carrier,Fair,11.97752794214678,732.3614798131057,1581.6101980582782,31192.72638731607,2
Container Ship,Good,24.187408104899607,2872.765778646714,791.7333244593235,364753.66771510674,3
Tanker,Fair,12.720649084377072,2028.1473607211824,1549.6863436120725,36285.486865835206,1
Fish Carrier,Good,16.729919149589847,2900.694892503458,59.68286253301915,148966.8260034082,0
Tanker,Critical,10.63360844795523,1404.3015742522157,136.54650019405085,366480.30563584063,1
Tanker,Fair,21.90900575863158,2810.8463918593093,1862.173230850489,260491.14812083688,1
Fish Carrier,Fair,24.35037506125546,2500.673580911629,231.19441728129289,173646.2702318699,0
Bulk Carrier,Critical,19.66823819749946,2987.318609378278,1867.8363741835085,495407.13143297465,2
Container Ship,Critical,20.25608330591375,1335.111297472049,640.8003341238716,168312.0363924947,3
Fish Carrier,Fair,10.850192934862935,1799.295904108538,1575.934601300546,289642.65573808446,0
Fish Carrier,Fair,22.790188912285856,1492.193642454305,218.94408227909707,262490.2355217504,0
Bulk Carrier,Fair,13.329077915642332,831.691771570074,811.3161694991688,232787.2316621872,2
Fish Carrier,Good,18.257684313065973,1745.9219919056764,252.8189406762359,116799.78323162516,0
Tanker,Good,19.70180368362849,1013.931464842968,460.46167014382945,160781.3777561678,1
Fish Carrier,Good,24.6673662145686,2199.477106322898,458.13950836121,331456.7947466949,0
Container Ship,Critical,14.241756254973296,2076.079712247695,225.70927017747,421355.9645079902,3
Tanker,Good,15.33238917622649,1912.0471135791645,277.075635121462,147520.14055786878,1
Bulk Carrier,Fair,17.111546295906123,1498.9936334971155,1802.8496170050903,147983.52491431445,2
Tanker,Good,22.40845702926424,1232.6114983823877,1898.292123779805,361141.5756515756,1
Tanker,Good,14.83507485528048,2153.4478368601517,1261.3813686464266,475292.6661275247,1
Tanker,Fair,24.77886355761833,1813.215030924125,1560.7720778718722,123127.94518505287,1
Fish Carrier,Fair,11.186529560445006,1401.7937924726289,533.4762364748965,135093.8955133527,0
Fish Carrier,Good,14.250338158708722,2157.1956488101823,1555.2073830270326,191794.9717723508,0
Container Ship,Critical,20.529845214804645,2814.6758467804098,824.7873551103285,453238.3502406941,3
Bulk Carrier,Fair,18.003119898566542,1552.0834520102703,1203.985803635474,213893.28244475965,2
Tanker,Critical,10.550176419286696,2765.807451660993,1540.231602222524,202699.908844894,1
Fish Carrier,Critical,10.964344293457463,2339.781727779079,418.5609047278799,180570.1505425095,0
Bulk Carrier,Good,16.577206244338132,888.2412230738774,810.421797805244,274282.17777713115,2
Tanker,Critical,13.04762283782294,1146.873533984358,1037.6460435158356,459753.3609508231,1
Container Ship,Fair,21.05383307403072,2844.571412879064,1238.2804103425292,173121.45530091712,3
Tanker,Fair,23.951438973567896,2066.339620924243,1750.0508308413646,65108.98914647728,1
Bulk Carrier,Critical,15.557400998306612,1060.7749964937125,277.818633610033,115010.10807735834,2
Container Ship,Critical,11.733102930362088,2344.9436829921465,571.162713828425,110637.1532277317,3
Bulk Carrier,Fair,18.065748363728492,2109.545243043056,959.346477005386,379153.635394084,2
Fish Carrier,Fair,19.74232808636816,2797.862760057363,642.0731017700101,356002.04738405417,0
Tanker,Fair,11.859667225462342,1503.0141566875268,569.8308400449553,138358.12230037677,1
Tanker,Good,23.80050621770837,1443.186606826355,887.0769283268694,176463.89848210738,1
Tanker,Critical,12.171365369860206,2781.2318940532864,109.08398745966497,341022.64419093635,1
Fish Carrier,Critical,12.507223734306995,2353.5836326827875,101.88472256519424,479113.5716469075,0
Fish Carrier,Fair,12.401671338305167,523.3801057836704,688.2044486544427,40045.42074327037,0
Bulk Carrier,Good,10.353266904583135,2827.17828967809,1299.1841657863436,486456.3959201676,2
Container Ship,Good,18.42439548729745,1245.057555338191,1824.0896780505248,63957.39806453424,3
Fish Carrier,Fair,10.496585820271914,1554.15914078914,1263.6766759339591,142775.44948396808,0
Tanker,Critical,22.324669798160446,2711.4276284922826,831.1930967999525,207844.73741708623,1
Bulk Carrier,Fair,12.379928628260226,2830.31614691958,296.38700733022677,147553.04163243074,2
Bulk Carrier,Critical,14.480471847152316,2566.019093927995,430.1143953755951,203777.00622774623,2
Tanker,Fair,14.829758871777384,1140.8168242129225,1891.6713501832091,392317.5436727852,1
Tanker,Fair,20.15880445345328,2468.4663857235296,390.7780219771755,177516.9645889507,1
Bulk Carrier,Good,22.59312896517909,2627.6405940323098,59.25931851985001,92904.31259466911,2
Bulk Carrier,Fair,13.45472563865484,1009.2893301371598,170.0303285881314,257929.52118784763,2
Bulk Carrier,Critical,13.45951253398395,1249.0039976564794,1138.6596872355783,66307.5747930088,2
Container Ship,Critical,18.434254770250792,2034.822786573428,1334.7424562429069,128232.51647518434,3
Fish Carrier,Good,18.16480104313933,1367.2334469434463,1558.1729382200097,275969.50098075625,0
Container Ship,Critical,24.725074892249275,2508.831728423632,685.121966979151,173599.21999718912,3
Fish Carrier,Critical,22.23040289667739,1056.852869693596,990.6453666620904,302747.6694579602,0
Bulk Carrier,Critical,20.42730121132421,569.2720192513743,1488.2941235110056,56323.34251380031,2
Fish Carrier,Good,12.773507547179491,1395.5477803688805,611.5346973109763,170164.20345768853,0
Bulk Carrier,Good,18.64526231600593,792.7842763821446,1762.9082950042896,165260.1714042468,2
Bulk Carrier,Good,14.806259252847614,2234.672360140041,1239.363286646102,443274.1569021106,2
Bulk Carrier,Critical,13.6031656436778,592.5386463366235,364.66460837129307,275426.0303995122,2
Tanker,Critical,23.683514512568788,733.8443870211372,743.7990248476772,319827.7833636263,1
Fish Carrier,Fair,20.86395826747675,2941.852334885893,1725.8247740814618,137397.0121666587,0
Tanker,Critical,16.716351278422483,1878.4503294657688,1694.3467976461309,93487.62407275575,1
Container Ship,Good,11.49374120892378,1419.6130304062713,270.7969397223303,54969.61721515673,3
Container Ship,Critical,16.68272473461871,1962.8736262293385,1835.0577401455685,306375.4765930223,3
Bulk Carrier,Critical,10.531213951158144,924.2724544564603,786.0825938659517,361393.01744879,2
Bulk Carrier,Fair,17.373569856451414,1125.751990793114,1305.6559247739983,457982.7545225536,2
Fish Carrier,Critical,18.807598347431984,1270.874588897354,1517.1879019285673,250117.80932920336,0
Container Ship,Critical,17.36361729127422,2420.4308151987498,910.234060267098,416495.6440198321,3
Container Ship,Good,17.94498460864488,1318.0801131486223,911.9939528118376,156826.03849866806,3
Container Ship,Critical,14.90178442716378,509.10706068189074,557.5153583397442,352281.0677261754,3
Container Ship,Good,23.957201983606303,901.0388298691466,303.7913166923902,239880.5388502424,3
Tanker,Critical,20.60432731297108,2950.875571595814,1483.200770054049,425199.7704234898,1
Container Ship,Critical,10.840376489058428,1197.034694883454,1119.7123505043146,400863.2056052302,3
Fish Carrier,Good,23.97382490885972,2313.806166580424,1444.5408348562444,470514.32606118766,0
Tanker,Critical,18.19147682409955,649.2827304764896,1017.5365701604936,417253.5876058287,1
Bulk Carrier,Fair,10.034272778876792,1891.140855527211,219.33883306899668,432756.6188727976,2
Tanker,Good,22.100543612970064,1989.901003364417,836.7423751524004,275318.70185434667,1
Fish Carrier,Critical,24.60135125222016,2941.5411090651487,718.2995019662433,93785.0057614817,0
Container Ship,Good,20.30486471218373,2988.235796727787,1054.5603316521535,368098.1620971783,3
Bulk Carrier,Good,10.294701502442626,1012.2200582512096,1358.1677433717896,301917.47464319045,2
Fish Carrier,Fair,18.935862943093447,1865.9124092517443,1835.1962002547225,196308.7074091082,0
Tanker,Good,17.258775134953883,2208.8208312116976,1187.7658474606003,372518.9177541418,1
Tanker,Critical,10.169242129331408,2272.616642451513,769.4103099057855,111715.57654190843,1
Bulk Carrier,Critical,24.61080331134761,2131.641875063396,916.5079770941918,180715.2495726838,2
Fish Carrier,Fair,10.413700113339706,1222.5766641787873,725.1249045181643,434247.4969796448,0
Container Ship,Critical,15.991432542867123,1817.1693044040887,724.6845485292392,304066.0441486958,3
Container Ship,Critical,19.052760335030925,2379.878604612434,464.85121128933235,128175.6147345894,3
Fish Carrier,Fair,18.209625123516226,2016.088100645896,1158.3358353914066,349633.24770842923,0
Fish Carrier,Good,14.103954616313317,1311.901768887864,1158.0169097206506,16896.60396917304,0
Tanker,Fair,15.5836725028958,1560.262613780244,308.1550134864922,482942.3854971257,1
Fish Carrier,Good,16.80727028872057,2714.382524189913,289.0415143974328,427367.9770777269,0
Container Ship,Good,22.917618429724023,1778.3465878758805,1346.5450790736302,422244.00293840666,3
Tanker,Good,10.117943980268338,1900.6163356937009,1424.957593456223,232549.17998489013,1
Bulk Carrier,Fair,13.04827083616576,2961.0962031263075,978.5595141441844,36396.639643425646,2
Fish Carrier,Good,21.759525234030708,1317.6552313571178,764.5700332107297,114161.93051554967,0
Container Ship,Fair,11.10170685358282,2470.8592893610885,593.3244759532844,472931.05458821537,3
Fish Carrier,Fair,24.920477964381643,1297.773111492017,957.4368662017648,162285.70320931703,0
Tanker,Critical,22.9102391546922,2941.5858353955064,494.0970819935267,111057.25593299832,1
Container Ship,Good,18.81370606193223,2381.248162373216,1298.6365483937109,196916.8032626056,3
Tanker,Critical,19.628031484236995,1184.4897457299871,1077.541247095158,224165.18915758724,1
Container Ship,Fair,10.906243262293536,1741.3938702887044,660.5362723967368,498671.1087607108,3
Container Ship,Fair,17.26476988354431,1419.9587643582229,177.8333310550329,465415.4758898007,3
Tanker,Good,21.88951063422737,2474.5164878777,1747.682001753331,479425.004480148,1
Bulk Carrier,Good,16.83677700814608,581.1331151963795,1935.3222132044757,110589.82167455106,2
Tanker,Good,13.837144806669992,579.1127320345233,1961.6388975639532,293674.0268467889,1
Bulk Carrier,Fair,22.53873457293531,2507.949951311919,1366.10721245914,466600.9637505346,2
Container Ship,Good,10.260588838326244,2745.1514199917865,1395.59839062229,250151.60000410312,3
Tanker,Good,18.14055654318472,830.6284208444093,881.8218314714176,165617.63771661484,1
Bulk Carrier,Fair,15.558004150121254,2632.3998226938443,1574.690726777573,333993.415805452,2
Container Ship,Fair,16.869488455697493,2337.6359909728208,890.5105602790811,257208.59218511937,3
Fish Carrier,Fair,23.265762747188308,2155.289562238371,480.8801483791656,228545.89778750436,0
Container Ship,Critical,20.183173572703023,1621.7245668898836,1186.391941239361,393578.7857061851,3
Container Ship,Good,21.376483432373213,1718.267432765573,852.4625158155609,295188.4237489173,3
Tanker,Good,19.37832552004845,1582.6962128498092,127.4944929627203,360630.36979275016,1
Tanker,Critical,24.76338264279276,2965.100111139832,1776.653687245696,292426.81071152416,1
Container Ship,Fair,11.733155341948883,604.2020712325095,1417.2891151121664,353147.320669342,3
Bulk Carrier,Fair,12.6615583489792,678.0256339310708,339.9936357667418,294742.8016432743,2
Container Ship,Critical,24.219568020968996,2163.667502889616,209.63988739073454,70397.20079083345,3
Container Ship,Fair,14.040581547626113,1740.8499491128778,545.0682356443677,342686.2972399176,3
Fish Carrier,Critical,15.61721232328362,527.1756575293816,266.06161283701624,133153.06280901498,0
Tanker,Good,22.70308264762106,1587.627345166505,1126.519438373635,320051.4813981726,1
Fish Carrier,Good,21.628685465003365,2632.7076519587213,1263.4247419643534,299484.96294339414,0
Tanker,Good,18.44979776845757,2987.984813585745,424.9001274015186,403746.22046085726,1
Tanker,Good,23.366795222007752,2653.1639505518524,1373.789037468395,246558.08900044396,1
Bulk Carrier,Good,10.523196585359935,1833.3401678651232,350.44802904149014,391606.3626839493,2
Tanker,Good,15.5566441192839,2200.14610504927,1932.8252574821868,480471.2657803674,1
Container Ship,Critical,20.55341064648573,2541.879441357623,1450.6352441735116,480321.06639112247,3
Tanker,Critical,23.686657198511256,1470.0993999432562,674.6699629607098,104918.7248365723,1
Bulk Carrier,Fair,15.159597383449714,1873.025729521381,1366.0674070304085,44781.32732388613,2
Bulk Carrier,Fair,19.469951928486275,1078.371041461833,1529.3897173884766,113025.81987457204,2
Fish Carrier,Critical,14.680337352499947,2802.7536110380056,862.477761106997,186447.5558817515,0
Bulk Carrier,Fair,20.81251040472329,2733.423056958045,108.33403846881515,173044.51530150804,2
Container Ship,Fair,16.17925399829055,927.6928710678917,1170.3083607310869,123647.1693002758,3
Fish Carrier,Fair,20.78032481100305,664.6594804138649,1475.65995102062,49240.784962992795,0
Fish Carrier,Fair,15.458061430975388,655.7059910193329,868.4665176174688,267061.6975838349,0
Fish Carrier,Fair,11.725022147670389,1988.3557353956328,625.8976021089194,143488.8318513273,0
Bulk Carrier,Good,21.0336240462551,1589.8655974170058,481.7227762640987,109124.2393809061,2
Fish Carrier,Critical,24.155553528105685,610.8598581961433,1432.616955804216,360548.0710501108,0
Container Ship,Good,20.627670295949905,1320.6828052588005,169.78959025600238,426516.6832165132,3
Fish Carrier,Good,11.56838092661313,2304.76049886024,630.0249351063791,428792.5734297456,0
Fish Carrier,Good,13.946128768270572,1597.8734605896802,611.9505184198601,221484.2200934827,0
Container Ship,Fair,17.215061793474526,1618.915059944212,133.55560678854613,336558.3265475536,3
Fish Carrier,Good,10.096794447247644,530.4477648308798,186.4901496739111,383434.7260159372,0
Bulk Carrier,Critical,15.902570863373384,2589.752383792473,1629.9876222021667,186731.6918624105,2
Fish Carrier,Fair,10.054318789793196,1296.0088849222589,214.17585839598019,69565.5265954085,0
Tanker,Critical,17.314427197223512,2327.097462036742,513.9881607943785,25984.02930407785,1
Tanker,Critical,18.38344262597166,2763.1820775341475,765.9557808027834,267213.9890741472,1
Bulk Carrier,Fair,23.44243234483896,1216.3957813781396,1708.6122879725783,444367.7261820643,2
Bulk Carrier,Good,12.502076581546229,671.1542804545397,666.1968638836687,111259.63412609446,2
Fish Carrier,Fair,17.117914636880812,997.189141977401,1627.618847548389,413837.0709181472,0
Bulk Carrier,Good,22.341626732579314,2780.0457266952885,1627.1776564152187,301994.9383991035,2
Bulk Carrier,Fair,11.891998663514263,2061.1535407209567,1824.98386898749,475556.15102017694,2
Tanker,Fair,10.660493017757906,2707.84989851609,997.0749680668634,423526.5927447532,1
Bulk Carrier,Good,24.32706798146833,795.2261440036352,655.5571620591988,252361.17219593152,2
Container Ship,Good,15.721040444724872,2469.7771162687404,1571.348955081756,381812.6143951022,3
Fish Carrier,Critical,23.833433750873997,1835.0506197715056,1435.1114974651614,461083.2052090189,0
Tanker,Critical,24.192846633657403,1087.430220973603,551.3445171571628,187565.3089931923,1
Tanker,Good,23.310004756101613,2865.670941140513,200.3466542064865,173499.90126164575,1
Tanker,Good,20.63399455723693,2109.733536589662,118.74981566660097,385526.3326797538,1
Bulk Carrier,Critical,24.154389817592943,2539.7403519724,1021.1479032505596,493080.9875346022,2
Container Ship,Good,24.045170806951337,1879.1846685958992,1692.856483318723,60959.74925497311,3
Tanker,Critical,10.711226199062034,1801.167692298693,1867.391277455826,384338.52589696174,1
Fish Carrier,Critical,13.939518536137626,2090.2289423740185,884.8348383497711,232471.67506512243,0
Fish Carrier,Fair,18.84129333970432,841.7484756071723,1907.292093392705,494350.17705235,0
Bulk Carrier,Fair,11.490034195370717,750.6600264553651,240.82387379860643,267849.0427112355,2
Fish Carrier,Fair,18.746634921625112,650.670694128926,154.77175799352858,299671.3358126926,0
Fish Carrier,Critical,16.00873050929318,2011.84979562194,1547.0044514479453,485689.3369818225,0
Fish Carrier,Good,18.86974345847168,1645.444031938813,940.387370238156,126703.82466331456,0
Container Ship,Fair,15.87325396685777,1120.8245630766305,1750.9435384001752,55454.337152755936,3
Container Ship,Good,12.036448722656008,662.9054303432983,230.15518607718275,270017.1977157359,3
Tanker,Critical,19.617184000629425,2418.76287473488,716.2093224414241,270217.567618921,1
Tanker,Critical,24.97758161834725,1787.3730338355158,97.8326841250589,443283.5808295405,1
Bulk Carrier,Fair,17.016925995355855,884.5523216303029,1281.3483368024656,282405.2481967004,2
Container Ship,Critical,21.643597262083123,2961.507476549259,845.1972217892037,155729.86025756487,3
Tanker,Good,23.772482019047672,2237.5163890544964,348.57880208976746,262014.74113421413,1
Container Ship,Good,12.657679527440564,2684.2001933397514,224.2534342417489,304968.6430312397,3
Bulk Carrier,Fair,21.577945812942588,736.1393544449652,487.9064434477973,276917.5004846389,2
Fish Carrier,Fair,12.8034164480135,563.6593497276017,1651.8369301091209,106208.53814220626,0
Bulk Carrier,Critical,15.998613989051645,2609.2935718264544,1063.329268592122,173777.98854393198,2
Bulk Carrier,Fair,24.08943700149461,1027.3205396853675,962.743211862364,46821.264972166275,2
Fish Carrier,Good,18.53420179227952,1750.9405919870533,472.6107409201676,35801.3364797454,0
Tanker,Critical,10.474608559531426,839.1035109885954,1255.6191693651783,162064.03954650732,1
Fish Carrier,Critical,15.010929238537628,2280.2081087303804,1890.1862897244648,122925.88495850604,0
Bulk Carrier,Critical,21.055307735326828,2154.487532620071,1614.23845275678,347077.7863312456,2
Container Ship,Good,11.716635009427034,2348.763783119518,1858.3932162828971,495368.77824333584,3
Fish Carrier,Critical,21.966706499781505,2442.9874948672687,542.9655156091658,135933.8947035067,0
Bulk Carrier,Critical,13.275448182536085,1481.311159067745,472.763968730912,133381.49655055502,2
Container Ship,Critical,15.282105306718767,1412.2316177304951,1498.7192458681393,261283.86738054367,3
Container Ship,Good,20.99778840910602,1981.998175415741,1855.736791713029,52352.50403700827,3
Bulk Carrier,Good,14.804367486824887,1935.9880555980928,264.51987876085445,367802.6851904843,2
Bulk Carrier,Fair,21.054131221619397,2363.09784469002,963.5096522375562,257485.44672697573,2
Fish Carrier,Fair,10.058690014933292,2578.801710702852,1647.410222432072,196759.29241496825,0
Bulk Carrier,Critical,18.927105052433348,2918.543045631709,1862.517822741676,51672.587283730216,2
Bulk Carrier,Good,23.62868184690732,2784.116711013288,277.9957823020436,369234.2744885275,2
Tanker,Good,17.35167814137234,2394.863084669566,148.39278922498488,54209.09114140342,1
Fish Carrier,Critical,24.36761289719412,534.6894872780731,1136.2593680545417,58558.40780541097,0
Container Ship,Good,11.195676785759584,1597.3957797433611,727.3051019990861,195972.53813211556,3
Tanker,Good,21.56581979725668,2189.081117174425,145.37993469351215,168851.6957051413,1
Tanker,Critical,10.977729039488688,2897.403327600843,1136.7653330382454,318023.61164331133,1
Bulk Carrier,Fair,16.555370887754826,1016.6404602453856,1264.987820180338,281966.7954169001,2
Bulk Carrier,Fair,24.865237558159897,2675.79497134546,1158.5686382823726,74156.01576673446,2
Bulk Carrier,Critical,16.38105798101261,611.9260738773667,1606.7314457675798,389332.5851599627,2
Fish Carrier,Good,20.637483834042957,2506.21884751714,407.79182354401973,105361.8877711522,0
Tanker,Critical,13.18458163681457,2302.951027992389,246.86860041689533,186109.9153900431,1
Container Ship,Critical,24.19315707809756,2750.274752999743,1275.2255888776442,407643.19774208753,3
Fish Carrier,Fair,17.64921581023375,1158.371470207098,610.7043072287674,475597.7699271912,0
Fish Carrier,Critical,24.1942863880222,2292.4337280626287,1579.8170157435686,489088.1516865319,0
Bulk Carrier,Fair,24.56760108921374,892.6480297483565,1542.165285401859,324852.0052239206,2
Container Ship,Fair,13.3580961129169,618.853219543289,153.25717955450966,14746.889400197135,3
Container Ship,Good,21.701910000982597,1071.155436462017,352.16330746163203,399178.8057300281,3
Container Ship,Critical,10.894884728826552,956.7645771346643,277.5978195404698,301228.20856601483,3
Bulk Carrier,Good,16.464223183486574,2122.590375069116,1621.589271602062,59626.191546752845,2
Bulk Carrier,Fair,17.85810516776441,844.1989960028204,1626.5349426527612,363805.4146449836,2
Container Ship,Good,24.901144695657088,2841.3415714082203,866.4199373737493,246531.9097291451,3
Container Ship,Critical,18.113865305587684,1538.092926949217,1875.1241437290223,276259.28746384784,3
Tanker,Fair,23.04481610641876,1997.7499897186904,1088.1561926389268,353330.01224685455,1
Tanker,Critical,23.08669741144916,2476.379106731246,1899.480185882234,94220.77501801355,1
Bulk Carrier,Fair,21.00732611136695,1995.1206162326816,1574.9527477234883,496120.215060001,2
Container Ship,Critical,12.230568135429268,2436.6876124517657,1218.63465366159,420625.9791975517,3
Tanker,Fair,23.342623269419164,1561.790759791229,1049.5645337621409,190000.8845091807,1
Tanker,Fair,15.983464070398052,1862.8996266827407,1965.481339024927,318034.0568820419,1
Tanker,Critical,20.30814913441745,1054.8291616139431,1225.6431718484166,172118.3752401857,1
Tanker,Critical,19.499341888781416,2577.369883880241,1927.95424793268,252736.86041134575,1
Fish Carrier,Critical,16.25370795550149,2209.546816280413,1531.1038137512517,39651.862858461885,0
Container Ship,Good,22.156841551600152,2789.8961869507943,1641.90403946004,443305.65230984986,3
Tanker,Good,19.119324018373703,1209.283143437876,995.4372547530093,166634.1157090338,1
Bulk Carrier,Good,11.418667794972148,2720.3740426572253,1136.6522566202232,120096.21608309905,2
Container Ship,Fair,19.572463242290176,2131.4219279185454,1298.7613805038402,141912.19426459688,3
Container Ship,Fair,23.724718550285417,2675.928401218889,1759.7323992159625,397227.4849819063,3
Tanker,Fair,18.19514853635181,1872.0663955807213,448.6120265915639,94980.46600360688,1
Bulk Carrier,Fair,13.569327647706302,2993.4277412259307,73.98522982368536,316654.122163433,2
Bulk Carrier,Critical,19.211538423783168,1320.6722667208082,125.24984255252991,350469.3715087752,2
Fish Carrier,Good,19.847392375898743,2262.570982766366,1495.1300669447485,270679.62592799065,0
Bulk Carrier,Good,16.331540753032435,2472.8602864859386,1563.39581211349,259665.9233852696,2
Fish Carrier,Fair,15.385994458119615,1263.9523611043724,1071.23683191668,179646.22931189972,0
Tanker,Critical,16.25525009290072,1795.1918603337174,1736.4651881277075,442483.4206855935,1
Tanker,Fair,15.013104175652206,1266.4262085943678,110.90873650875255,393897.15908386826,1
Fish Carrier,Fair,24.972610481916497,2861.827095053702,800.7933206046985,195459.22020635192,0
Container Ship,Good,11.159887443929666,1753.0014386238342,749.7443144709974,433235.208067202,3
Tanker,Critical,21.90023344532892,941.703899481936,1453.9776828643523,268063.6614487008,1
Container Ship,Fair,24.068611417247425,1114.4746596931625,619.1530389900689,77178.16828919103,3
Fish Carrier,Fair,24.42186664550748,776.2925289081148,624.0052325486407,432672.0376151441,0
Tanker,Fair,23.875157229983785,1245.5012886914033,1517.382356399448,25946.976663562236,1
Fish Carrier,Good,17.61551047330768,1971.7747727468536,1315.3389142921994,396288.1257252541,0
Bulk Carrier,Good,16.51137632612992,904.4088707769025,1215.8963645891474,227110.4463648499,2
Tanker,Critical,20.42862494921071,2641.6611717469577,1886.5217010538736,476258.0683959575,1
Fish Carrier,Critical,12.523309277298424,1413.676319493256,1183.7853908587492,310997.67405519146,0
Fish Carrier,Good,21.30235905050485,1313.2109413396574,372.46798006991185,18059.413914241042,0
Bulk Carrier,Fair,24.96934058738964,853.4432923679416,876.9608966692223,356550.4910067429,2
Container Ship,Critical,12.205348318711597,911.5408727879962,427.16086342997687,134589.01256754063,3
